id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
167035,Lexus,GX 460 Premium,2021,23133,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,40999
117979,Mercedes-Benz,AMG E 63 S 4MATIC,2018,40000,Gasoline,603.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,30500
21700,BMW,430 430i,2019,35248,Gasoline,2.0 Liter Turbo,Automatic,Black,Black,None reported,,58998
45064,Mazda,Mazda6 i Touring,2015,187450,Gasoline,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,None reported,Yes,15000
51463,Chevrolet,Corvette Stingray w/2LT,2021,5200,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,Yes,68495
128628,Mercedes-Benz,E-Class E 350,2014,60000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,16370
160279,Mercedes-Benz,GLE 350 Base 4MATIC,2022,10500,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Blue,Black,None reported,Yes,54500
165179,Ford,F-250 King Ranch,2021,13900,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,White,Brown,None reported,Yes,159000
19716,Mercedes-Benz,S-Class S 560 4MATIC,2018,67250,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,49500
165451,Land,Rover Range Rover Sport Supercharged,2019,49527,E85 Flex Fuel,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,8-Speed Automatic,Firenze Red,Ebony,None reported,Yes,17816
124360,Audi,A4 2.0T Premium,2016,78717,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,21000
150118,Bentley,Bentayga Azure First Edition,2022,1335,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Onyx,Portland,None reported,Yes,97952
159795,Mercedes-Benz,Sprinter High Roof,2019,116210,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,Blue,Black,None reported,Yes,68000
44257,Cadillac,CT5 Premium Luxury,2021,17451,Gasoline,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,Gray,Black,None reported,Yes,43250
43837,Audi,A3 2.0T Premium,2017,83420,Gasoline,186.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,17200
162860,BMW,M3 Base,2011,96476,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,11000
65442,Ford,F-250 XLT,2016,26600,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Gray,None reported,Yes,33000
112234,Toyota,Highlander XLE,2018,70780,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,None reported,Yes,26500
80218,Audi,RS 5 2.9T,2019,67210,Gasoline,444.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,42000
30077,Lexus,NX 350 F SPORT Handling,2023,23677,Gasoline,2.4 Liter,8-SPEED AT,Black,Black,At least 1 accident or damage reported,,23999
53731,Rolls-Royce,Cullinan,2022,64855,Gasoline,6.7L V12 48V GDI DOHC Twin Turbo,Automatic,–,Graphite,None reported,,36139
65325,BMW,840 Gran Coupe i xDrive,2019,9822,Gasoline,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,Black Sapphire Metallic,Black,None reported,Yes,38095
39398,Mercedes-Benz,Sprinter High Roof,2015,105,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,Black,–,None reported,Yes,30000
68140,Tesla,Model X 75D,2020,24500,Gasoline,518.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,64995
155541,Tesla,Model S P100D,2018,51300,,Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,31950
52106,Chevrolet,Camaro 2SS,2017,54000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,39000
73976,Chevrolet,Blazer Premier,2020,17836,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Silver Ice Metallic,Jet Black,None reported,,34645
126664,Ford,Bronco Raptor,2021,23568,Gasoline,3.0 Liter Turbo,Automatic,Oxford White,–,None reported,,47798
106463,Ford,Escape SEL,2011,95570,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,10299
55575,Nissan,Xterra S,2012,80000,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,13490
134023,Porsche,911 Carrera S,2016,31500,Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Brown,None reported,Yes,79500
181914,Tesla,Model Y Long Range,2022,24213,,425.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,44999
127028,Ford,Explorer Eddie Bauer,2007,95271,Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,15900
97346,Chevrolet,Suburban 1500 LTZ,2014,159000,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,Yes,26500
117905,Mercedes-Benz,GLE 350 Base 4MATIC,2020,29000,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,55000
125566,Ford,F-150 XLT,2019,81000,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,27200
159187,Tesla,Model X 75D,2016,74122,,518.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,32500
159748,Lamborghini,Huracan LP580-2,2019,17175,Gasoline,5.2L V10 40V GDI DOHC,9-Speed Automatic,Rosso Mars Metallic,Nero Ade,None reported,Yes,449995
109327,Chevrolet,Corvette Stingray w/1LT,2023,1800,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Gray,None reported,Yes,159000
122120,Lexus,GX 460 Base,2019,92000,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,None reported,Yes,31000
104080,Cadillac,Escalade ESV Luxury,2013,141536,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,33000
33091,Land,Rover LR4 HSE LUX Landmark Edition,2016,92000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,16995
142102,Cadillac,Escalade ESV Luxury,2016,83420,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,22000
67188,Toyota,Avalon XLE,2011,181830,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,Yes,6730
146700,Acura,TSX 2.4,2011,166200,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Purple,Gray,At least 1 accident or damage reported,Yes,7000
14339,BMW,X3 M40i,2022,26293,Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,At least 1 accident or damage reported,Yes,28906
92478,Chevrolet,Tahoe LT,2012,104733,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,Yes,18500
76390,Audi,A4 2.0T Premium,2011,90000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,8000
132653,Land,Rover Range Rover P525 Westminster,2022,3400,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,81900
81712,RAM,2500 SLT,2017,198868,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Gray,Beige,At least 1 accident or damage reported,Yes,26900
13395,Toyota,Sequoia SR5,2007,141525,Gasoline,273.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,14990
126713,BMW,M3 Base,2011,135606,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,None reported,Yes,6499
11914,Audi,A4 2.0T Premium Plus,2015,137000,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,Transmission w/Dual Shift Mode,Silver,Gray,None reported,Yes,9500
183077,Mazda,Mazda6 Signature,2022,17945,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Snowflake White Pearl,Black,None reported,Yes,24899
39858,Jeep,Wrangler Rubicon,2015,11459,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,73300
50941,Kia,Optima EX,2020,47842,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Ebony Black,Gray,At least 1 accident or damage reported,,30427
115387,Audi,TT 1.8T,2004,122000,Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Silver,None reported,Yes,8500
700,Mercedes-Benz,AMG C 43 Base 4MATIC,2018,53401,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,23999
69815,Ford,Explorer Limited,2017,169000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,19000
138845,Jaguar,XF S,2015,70700,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,27350
13896,Audi,A5 2.0T Premium Plus,2015,80300,Gasoline,186.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,10500
48655,GMC,Sierra 1500 SLT,2020,49105,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,41950
7503,Audi,S3 2.0T Premium Plus,2016,118600,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Black,None reported,Yes,35000
153691,Chevrolet,Camaro 1SS,2010,67500,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Gray,None reported,Yes,10500
9555,INFINITI,QX56 Base,2012,117000,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission Overdrive Switch,Black,Beige,None reported,Yes,15000
106009,Dodge,Challenger R/T,2013,106500,–,–,A/T,Blue,Black,At least 1 accident or damage reported,Yes,11500
18683,Volkswagen,Golf R Base,2018,9472,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,At least 1 accident or damage reported,Yes,52000
136849,Toyota,Tundra TRD Pro,2017,117000,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,Transmission w/Dual Shift Mode,Beige,Black,None reported,Yes,62000
84493,Cadillac,Escalade EXT Base,2009,99000,Gasoline,403.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,18800
158861,Ford,Transit-350 Base,2014,85500,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,20900
163950,Genesis,G90 5.0 Ultimate,2023,7000,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,144900
42172,Mitsubishi,Eclipse GT,2005,111300,Gasoline,260.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,12000
49517,Audi,A7 3.0T Prestige,2015,148000,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,15500
31620,Mercedes-Benz,G-Class G 550 4MATIC,2020,53000,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,80000
67808,Cadillac,SRX Standard,2018,27214,Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,At least 1 accident or damage reported,Yes,22000
99387,Ford,F-150 Lariat,2015,36000,Gasoline,325.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,44000
83051,Chevrolet,Corvette Stingray w/2LT,2022,8000,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,40000
138639,Toyota,Tundra Hybrid TRD Pro,2022,46000,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,–,None reported,Yes,73000
149758,Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,2019,16754,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Gray,None reported,Yes,63900
107832,BMW,M4 Competition xDrive,2021,13777,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,80300
119061,Tesla,Model X Long Range Plus,2022,12985,,518.0HP Electric Motor Electric Fuel System,1-Speed A/T,Black,Black,None reported,Yes,94995
74792,BMW,430 430i,2019,76422,Gasoline,2.0 Liter Turbo,Automatic,White,Black,None reported,,28998
62217,Porsche,Cayenne Turbo,2018,24001,Gasoline,550.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,44700
36771,BMW,M4 Competition xDrive,2021,3213,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,79900
168304,Toyota,4Runner 4WD,2002,267000,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,22000
130655,Ford,F-250 XLT,2018,115600,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,None reported,Yes,28000
160590,Ford,Mustang GT Premium,2011,160500,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,6800
86225,BMW,M4 Competition xDrive,2021,60100,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Red,None reported,Yes,44990
59641,Lexus,LS 460 Base,2011,130000,Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,15400
141479,BMW,M3 Competition xDrive,2021,15500,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,White,None reported,Yes,84999
31287,Dodge,Dakota Big Horn/Lone Star,2007,172024,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,–,At least 1 accident or damage reported,Yes,6500
115664,BMW,328 i xDrive,2016,65000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,42900
84483,Land,Rover Range Rover Sport HST MHEV,2021,10900,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Blue,Black,None reported,Yes,49999
110836,Lincoln,MKC Base,2016,51338,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,,,10000
97437,Chevrolet,Camaro 2SS,2015,69500,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,17995
6821,Toyota,Highlander Limited Platinum,2015,14048,Gasoline,3.5 Liter,Automatic,Wind Chill Pearl,Graphite,None reported,,21998
132862,Chevrolet,Camaro 2SS,2018,74000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,36500
71259,Kia,Telluride SX,2021,69185,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,42499
90644,Cadillac,CTS Premium,2013,122961,Gasoline,318.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Beige,At least 1 accident or damage reported,Yes,14900
90855,BMW,X5 xDrive50i,2017,79500,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Brown,At least 1 accident or damage reported,Yes,36900
12272,Chevrolet,Suburban LT,2017,92728,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,27000
17009,Porsche,911 GT3,2016,36000,Gasoline,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,22000
132649,Audi,RS 5 4.2,2018,49098,Gasoline,450.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,54500
66422,Mercedes-Benz,C-Class C 300 4MATIC,2021,30301,Gasoline,2.0 Liter Turbo,Automatic,Lunar Silver Metallic,Black,None reported,,48889
94552,Mercedes-Benz,Metris Base,2020,2925,Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic,White,Black,None reported,,41599
153629,Ford,Bronco Big Bend Advanced,2023,16500,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,40000
176740,Lexus,GX 460 Luxury,2018,81000,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,39999
82323,INFINITI,QX56 Base,2011,170000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Beige,None reported,Yes,7000
156081,Ford,Expedition Timberline,2023,10500,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Beige,None reported,Yes,75000
141895,Toyota,Highlander XLE,2021,38400,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,42900
171667,Mercedes-Benz,S-Class S 63 AMG,2016,64500,Gasoline,536.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,54500
130748,Jeep,Wrangler SE,2003,74000,Gasoline,150.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Gray,None reported,Yes,29950
99097,Hyundai,Tucson Hybrid SEL Convenience,2022,14745,Hybrid,2.5 Liter,Automatic,Black,Black,None reported,,54798
24767,Ford,F-250 XLT,2013,96600,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,None reported,Yes,22000
118191,Land,Rover Range Rover Sport HST MHEV,2020,52000,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Blue,Beige,None reported,Yes,51000
170070,Lexus,GX 460 Base,2018,66000,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,34000
92394,Land,Rover Defender SE,2023,16500,Gasoline,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Black,None reported,Yes,79950
101744,Porsche,Cayman Base,2014,76000,Gasoline,265.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,19000
181059,Subaru,BRZ Premium,2023,1185,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Beige,None reported,Yes,59950
35628,Acura,MDX Sport,2010,183455,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,10000
148809,Ford,Thunderbird Deluxe,2005,143600,Gasoline,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,,,6950
24443,Hyundai,Genesis Coupe 2.0T,2015,109330,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,21500
138693,Chevrolet,Camaro 1SS,2022,25000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Silver,None reported,Yes,32500
172374,BMW,M3 Competition xDrive,2022,22000,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,52000
70337,GMC,Yukon SLT,2015,66500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,12500
108633,Ford,F-250 Lariat,2020,35921,Gasoline,6.2L V8 16V MPFI SOHC Flexible Fuel,6-Speed Automatic,Agate Black Metallic,Black,None reported,Yes,43250
127452,Porsche,911 Carrera,2008,39000,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,65000
135706,GMC,Sierra 1500 Denali Ultimate,2017,73350,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,33000
68545,Ford,Expedition Max Limited,2022,16554,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,52000
140325,Ford,E250 Cargo,2011,71000,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,11600
28765,Porsche,718 Spyder Base,2013,43000,Gasoline,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,55000
170390,Lexus,RX 350 RX 350 F SPORT Handling,2020,14330,Gasoline,3.5 Liter DOHC,Automatic,White,Red,None reported,,45423
184347,Mercedes-Benz,GL-Class GL 550 4MATIC,2020,19250,Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,White,None reported,Yes,188900
165886,Ford,F-150 XLT,2017,92000,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,29999
138503,Lincoln,LS V8,2002,43000,Gasoline,252.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,6900
74221,Ford,Focus ST Base,2014,98650,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,12000
36600,Ford,Expedition Limited,2023,9281,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Red,None reported,Yes,86900
158873,Land,Rover Range Rover Westminster SWB,2020,18000,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Blue,White,None reported,Yes,59000
17954,Land,Rover Range Rover Sport HSE,2018,65019,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,65000
41913,GMC,Sierra 1500 SL Crew Cab,2009,179000,E85 Flex Fuel,295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Gold,–,At least 1 accident or damage reported,Yes,18900
10763,Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,2019,42200,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,43000
121120,Ford,Mustang GT Premium,2021,10458,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,78500
95779,Volkswagen,Jetta 1.4T SE,2014,79000,Gasoline,150.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,16000
176545,Volkswagen,Beetle 1.8T,2011,19000,Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Orange,None reported,Yes,6100
